x,y
5914,4919
5914,5838
5914,9188
5914,9777
5914,9889
5915,3440
5915,3476
5915,4783
5915,7765
5915,8964
5915,10295
5916,3028
5917,2677
5917,3856
5917,5784
5917,7544
5917,8342
5918,4165
5918,8878
5919,5412
5919,9372
5920,4236
5920,7396
5920,9096
5920,10209
5922,2883
5922,8199
5922,8778
5922,10249
5923,3492
5923,8142
5923,9804
5923,9820
5923,10272
5924,4837
5924,8042
5925,5134
5925,10016
5926,3105
5926,5864
5926,9517
5927,3573
5927,3648
5927,4049
5927,7232
5927,9381
5927,9893
5928,2755
5928,4641
5928,4788
5928,9524
5929,2606
5929,2828
5929,7734
5929,7795
5929,8269
5929,9058
5929,10080
5929,10162
5930,2568
5930,3733
5930,3828
5930,7656
5931,4268
5931,4312
5931,7644
5931,9405
5931,9441
5931,10047
5933,2553
5933,3327
5934,5043
5934,7856
5934,8496
5935,7713
5936,3370
5936,4561
5936,5445
5936,8829
5936,9245
5936,9960
5937,7903
5937,9358
5938,5676
5938,9677
5939,3194
5939,8926
5939,9174
5940,3864
5940,5108
5940,9002
5940,9118
5940,10114
5941,5373
5941,5615
5942,4722
5942,7112
5943,5264
5943,7671
5943,10153
5944,3672
5944,9231
5945,3135
5945,3172
5945,3900
5945,7783
5945,9274
5945,9543
5946,2655
5946,10224
5947,3619
5947,7712
5947,9479
5948,3048
5948,8759
5948,9628
5948,9753
5949,4518
5949,5243
5949,8382
5949,8422
5949,9886
5950,4686
5950,7980
5951,9599
5952,4281
5952,4414
5953,3780
5953,5317
5953,5760
5953,8691
5954,2939
5954,3623
5954,7561
5954,8570
5955,3263
5955,7623
5955,8074
5955,9862
5956,2407
5956,7201
5956,7756
5956,8036
5956,9381
5957,2753
5957,3553
5957,3951
5957,7339
5957,9190
5958,3625
5958,5896
5958,9394
5958,9566
5959,2565
5959,5330
5959,7941
5959,9770
5960,3650
5960,3896
5960,4781
5960,4846
5961,5828
5961,8950
5961,9098
5961,9219
5961,10236
5962,3232
5962,9048
5962,9399
5962,10065
5963,4051
5963,5411
5964,2628
5964,3431
5964,9793
5965,2509
5965,4356
5965,7694
5965,7780
5965,7802
5965,7813
5965,7825
5965,9519
5966,2953
5966,3286
5966,3579
5966,5742
5966,7670
5966,9704
5967,4121
5967,5128
5967,5162
5967,5279
5968,2653
5968,3101
5968,3775
5968,4646
5968,9243
5968,9945
5969,3599
5969,4085
5969,7743
5969,8704
5970,2597
5970,3495
5970,4466
5970,8272
5970,8733
5970,9576
5971,2693
5971,3871
5971,5104
5971,5598
5971,8734
5971,9752
5972,3184
5972,4199
5972,4577
5972,4901
5973,2920
5973,5187
5973,9352
5973,9445
5973,9997
5973,10252
5974,3333
5974,7751
5974,9372
5974,9480
5975,3034
5975,5217
5975,5491
5975,8612
5975,9847
5975,10191
5976,5689
5976,7726
5976,7870
5976,8007
5977,2567
5977,3394
5977,3542
5977,3914
5977,7808
5977,8102
5977,9328
5977,9598
5978,9653
5979,3802
5979,4936
5979,4957
5979,10214
5980,2801
5980,9287
5980,9528
5981,4004
5981,9429
5982,9193
5983,7187
5983,7511
5983,7640
5983,8968
5984,3451
5984,4126
5984,5630
5984,9389
5985,7704
5985,8817
5986,5054
5986,7281
5987,7613
5988,5134
5988,7431
5988,8037
5988,9625
5988,10103
5989,2862
5989,3480
5989,3515
5989,5526
5989,7741
5989,9493
5989,9679
5990,4770
5990,7778
5990,9144
5990,9317
5991,9221
5992,4112
5992,7684
5992,8336
5993,4538
5994,4031
5994,4256
5994,9908
5995,2963
5995,4301
5995,5284
5996,4173
5996,8886
5997,10173
5998,7398
5998,9407
5998,9469
5998,9697
5999,7957
5999,8656
5999,9159
6000,3208
6000,5697
6000,9191
6001,3157
6001,3675
6001,4208
6001,4813
6002,3942
6002,8544
6003,5680
6004,7784
6004,8184
6004,9436
6005,9054
6005,9809
6005,10110
6006,2830
6006,3606
6006,9715
6007,3504
6007,7713
6007,8468
6008,3782
6008,5725
6008,8035
6008,9300
6008,9520
6008,9563
6009,2946
6009,3176
6009,3593
6009,7879
6010,3552
6010,3580
6010,3703
6010,7921
6011,3914
6011,9369
6011,9497
6012,4401
6013,3470
6013,3834
6014,3378
6014,3438
6014,5787
6014,8977
6015,3004
6015,3055
6015,9640
6015,10032
6016,2789
6016,3139
6016,5235
6016,8388
6016,8785
6016,9177
6016,9313
6016,9655
6017,5357
6017,7205
6018,9335
6018,9632
6018,10076
6019,2924
6019,3515
6019,4312
6019,4463
6019,7569
6020,8841
6020,9104
6020,9593
6021,5761
6021,7813
6021,10206
6022,9048
6023,3649
6023,5381
6023,7506
6023,9380
6023,9905
6024,4671
6024,5422
6024,7658
6024,9525
6025,5562
6026,3417
6026,4105
6026,4142
6026,5286
6027,3699
6027,4612
6027,5312
6027,8098
6027,8644
6028,7161
6029,4837
6029,9729
6030,3386
6030,5067
6030,8733
6030,9212
6031,2618
6031,3892
6031,4551
6031,4998
6031,5794
6031,7975
6031,9235
6032,9136
6032,9614
6032,9853
6033,2872
6033,8230
6033,8948
6034,2975
6034,3297
6034,4740
6034,7958
6034,9500
6034,9562
6035,3723
6035,9281
6035,9412
6035,10168
6036,3346
6036,4008
6036,4441
6036,8026
6036,9146
6036,9311
6036,9467
6037,4948
6037,9256
6038,5524
6038,9693
6038,10161
6039,5410
6039,9341
6039,9371
6040,7853
6040,8276
6041,2613
6041,4214
6041,7910
6041,8079
6042,3109
6042,3318
6042,3647
6042,8198
6042,9431
6042,9549
6042,9664
6043,8516
6043,9463
6043,10223
6044,3854
6044,5722
6044,7601
6044,9445
6046,5794
6046,9154
6047,8983
6048,7294
6048,8589
6048,9784
6049,8154
6049,8690
6049,9086
6050,9300
6051,2909
6051,5402
6052,4105
6052,7797
6052,8043
6052,8756
6053,9191
6053,10123
6054,7674
6055,3801
6056,3882
6056,8997
6056,9549
6056,9589
6057,2626
6057,3370
6057,4091
6057,4658
6057,5019
6057,7642
6057,9994
6058,3053
6058,3225
6058,3920
6058,8620
6058,8816
6059,3218
6059,5137
6059,5507
6059,9112
6060,2586
6060,3963
6060,4322
6060,7501
6061,2725
6061,3686
6061,7395
6061,8968
6062,5108
6063,7981
6063,9794
6064,4009
6064,4391
6064,4780
6065,3263
6065,9489
6066,3610
6066,4247
6066,7696
6066,8377
6067,2996
6067,7936
6067,8700
6067,9380
6068,9161
6068,10120
6070,3639
6070,4685
6070,9468
6070,9631
6070,9932
6071,3154
6071,4863
6071,5757
6071,7726
6071,7751
6071,7865
6071,9216
6072,3542
6072,7563
6072,9233
6072,9263
6073,8101
6073,8469
6073,8876
6073,9299
6073,9357
6073,9418
6074,3652
6074,3730
6074,4385
6074,9511
6075,2660
6075,4197
6075,7167
6075,7483
6075,8781
6075,9568
6076,3193
6076,3462
6076,3514
6076,4065
6076,4500
6076,5220
6076,9533
6077,9319
6078,2967
6078,4427
6078,5367
6078,8470
6078,8735
6079,2765
6079,3999
6079,5264
6079,5427
6079,9403
6080,4611
6081,4150
6081,4458
6081,9600
6082,3300
6082,7885
6082,8430
6083,4346
6083,8077
6084,7836
6084,9015
6084,9719
6084,10194
6085,5628
6086,8302
6086,9372
6088,3105
6088,9547
6089,4537
6089,5158
6089,7695
6089,7940
6090,3973
6090,5474
6091,4929
6091,5542
6091,7738
6091,9882
6091,10073
6092,8222
6093,3480
6093,4112
6093,4961
6093,9352
6093,9840
6094,3125
6094,8949
6094,9283
6094,10157
6095,3358
6095,7808
6095,9691
6096,5687
6097,3829
6097,7207
6097,9422
6098,3720
6098,4198
6098,4722
6098,9121
6098,9582
6099,3312
6099,4238
6099,4661
6099,8089
6100,9900
6101,2921
6101,3683
6101,3895
6101,8538
6101,9473
6102,3285
6102,3812
6102,7652
6102,8323
6102,9509
6103,4338
6103,4768
6103,7779
6104,3003
6104,7684
6104,8650
6105,8186
6105,8837
6106,3595
6106,5600
6106,9266
6107,8989
6108,5385
6108,9697
6110,3436
6110,4974
6110,8165
6110,9680
6112,3219
6112,4080
6112,8896
6113,4901
6113,5658
6113,7313
6113,9370
6114,3860
6114,7970
6114,8030
6114,9427
6115,4813
6115,9332
6115,9555
6115,9752
6116,3188
6116,5287
6116,9081
6117,8604
6118,3334
6118,5541
6118,7856
6119,9488
6120,5747
6120,9521
6121,3169
6121,7157
6122,7763
6123,8334
6123,9629
6123,9833
6123,9929
6124,8518
6124,8704
6124,8753
6124,10026
6125,4142
6125,5059
6126,4378
6126,5137
6126,5482
6127,3650
6128,2914
6129,7894
6129,7944
6129,9326
6130,2749
6130,3354
6130,4037
6131,3071
6131,3738
6131,4455
6131,7212
6132,9497
6133,3493
6133,5014
6133,8545
6134,9127
6135,2841
6135,3831
6136,3929
6137,3885
6138,5264
6138,7987
6138,8872
6139,4239
6139,4344
6139,5379
6139,9511
6139,9786
6140,5459
6141,7810
6141,8140
6141,8799
6141,9484
6141,9566
6142,3969
6142,5404
6143,9866
6145,3029
6145,3420
6145,9524
6145,10054
6145,10135
6146,3786
6146,4617
6146,9590
6146,9754
6147,3131
6147,8081
6147,10146
6148,5200
6148,7745
6148,9909
6149,2964
6149,3303
6149,4127
6150,7862
6150,8374
6151,4726
6151,9547
6152,4750
6152,7920
6152,8464
6153,4990
6153,7693
6153,8211
6153,8506
6153,10186
6154,3107
6154,4789
6154,7244
6154,7772
6154,8063
6154,9288
6154,9621
6155,3848
6155,5095
6155,9918
6156,7847
6156,9048
6157,2785
6157,9419
6158,4544
6158,8835
6158,9320
6159,8229
6159,8673
6159,9467
6159,9511
6160,3281
6160,4284
6160,9394
6161,4002
6161,4924
6161,5627
6163,4030
6163,8171
6164,8012
6164,9023
6165,5261
6165,7724
6165,8133
6165,8950
6167,4325
6167,5058
6167,5123
6167,8959
6168,4069
6168,5314
6168,7829
6168,7844
6168,8083
6168,9522
6168,9843
6169,2719
6169,3583
6169,7885
6169,8898
6171,2860
6173,3531
6173,5472
6174,2704
6174,4187
6174,8543
6174,9344
6175,3686
6175,8430
6175,8716
6176,3067
6176,3213
6176,4229
6176,4943
6177,4867
6177,8762
6178,4968
6179,3239
6179,3322
6179,9528
6180,3556
6180,4372
6180,9433
6181,3420
6181,4442
6182,2890
6182,3614
6182,3655
6182,5551
6182,9964
6183,4161
6183,4677
6184,3707
6184,8147
6184,9725
6185,4292
6186,3364
6186,8590
6187,4108
6187,5613
6188,5246
6188,5564
6189,3173
6189,4133
6189,5047
6189,8650
6190,2966
6190,4236
6190,9002
6190,9531
6191,3871
6191,4791
6191,10118
6192,5055
6193,3966
6193,7694
6193,8057
6193,9764
6194,3736
6194,8172
6194,8809
6194,9994
6195,4831
6196,3463
6196,7943
6197,9505
6198,4503
6200,4627
6201,5376
6202,9423
6203,9027
6204,7815
6204,9390
6205,5364
6206,2835
6206,4074
6206,4604
6206,8201
6207,2735
6207,3092
6207,5495
6207,7731
6207,9464
6208,4477
6209,2787
6209,5304
6210,3760
6210,7693
6211,3037
6211,4214
6211,8010
6211,8910
6212,3137
6212,8253
6213,2924
6213,3789
6213,8927
6214,3568
6214,5236
6214,7781
6215,3897
6215,8089
6216,3437
6216,4063
6216,4287
6216,8967
6218,8349
6219,3521
6219,5415
6219,8794
6220,3372
6220,9944
6221,3237
6221,4985
6222,5158
6222,8397
6223,9811
6224,3073
6224,3403
6224,8196
6225,2962
6226,3494
6226,4727
6226,10050
6227,3958
6227,4593
6227,5586
6227,8680
6228,2739
6228,2981
6228,3287
6228,3681
6228,5292
6228,8312
6228,10171
6229,8577
6230,10092
6231,5445
6231,9996
6232,3120
6232,4996
6234,2697
6234,3715
6235,3918
6235,4252
6235,4681
6235,8615
6235,9423
6236,5364
6237,5119
6237,7962
6238,3318
6238,5243
6238,5280
6240,4512
6240,7900
6241,4047
6241,5267
6241,9376
6242,5031
6243,3796
6243,4821
6243,4898
6243,5023
6243,5559
6243,10118
6244,3096
6244,4160
6245,2932
6246,3050
6246,9499
6247,3216
6247,3610
6248,4451
6248,7707
6248,8917
6249,10065
6250,3169
6250,3574
6250,5398
6250,7992
6251,3240
6251,4351
6251,5105
6252,4087
6252,5207
6252,8229
6252,9381
6253,3761
6254,4196
6254,10087
6255,4456
6255,8120
6256,3377
6256,8955
6257,4537
6257,8889
6257,10216
6258,3451
6258,3554
6258,3930
6258,4215
6258,4913
6258,5335
6258,5611
6259,8990
6260,8739
6261,3660
6261,8057
6262,4012
6262,10167
6263,4145
6263,8342
6264,8810
6265,3818
6266,2734
6267,5777
6267,8771
6268,3846
6268,9474
6269,2882
6269,4260
6269,7775
6270,5376
6272,3135
6272,3646
6272,4630
6272,8264
6272,8279
6273,8612
6274,4305
6274,5314
6274,7704
6276,5063
6277,3352
6277,4457
6278,3311
6278,8696
6278,10017
6280,2692
6280,5125
6280,5254
6281,3100
6281,8163
6282,3050
6282,5368
6282,5507
6282,8215
6283,3684
6283,4881
6283,7740
6284,4410
6284,5741
6285,3541
6285,3866
6285,7839
6285,10103
6285,10263
6286,2745
6286,3174
6286,3715
6288,3965
6288,4806
6288,5469
6289,2787
6290,3215
6290,4942
6290,8942
6291,3828
6291,4477
6292,2985
6292,4211
6292,5434
6294,4100
6295,3275
6296,3767
6297,4833
6298,4737
6300,4596
6301,5643
6301,7716
6302,3110
6302,4285
6302,7876
6303,3038
6303,4662
6304,5068
6304,5325
6304,7901
6304,7951
6304,8095
6305,3592
6306,3973
6306,8039
6307,4178
6307,5583
6307,10185
6308,2704
6308,3373
6308,4346
6308,5818
6309,5417
6310,3333
6310,4519
6310,7851
6310,8584
6311,2923
6311,5140
6311,8882
6311,10210
6312,3050
6312,3074
6312,3404
6312,5302
6313,2684
6313,3623
6313,7762
6313,7825
6314,8663
6315,5606
6315,8732
6316,3080
6317,4976
6318,8076
6318,8614
6319,3568
6320,7723
6321,4147
6322,3791
6322,4028
6322,4250
6322,5249
6322,8118
6323,3203
6324,3425
6324,4316
6325,4927
6326,3169
6326,3479
6326,3839
6326,4868
6326,5062
6326,7835
6327,3905
6327,5156
6328,4553
6328,5385
6328,7923
6328,10106
6329,5541
6330,3273
6332,5484
6333,3853
6333,4497
6333,10346
6334,2969
6334,3976
6335,2882
6335,3447
6335,3933
6337,7998
6339,5682
6339,8766
6340,3752
6340,10384
6341,4043
6341,4406
6341,4752
6341,4796
6341,5789
6341,7895
6342,7799
6343,5192
6344,3354
6344,3653
6344,3804
6344,10062
6345,3338
6345,5344
6345,5534
6346,8836
6347,2842
6347,3679
6347,5016
6347,7779
6348,4871
6348,5316
6349,4293
6350,3258
6350,3634
6351,4381
6351,4499
6352,2814
6352,3307
6352,3837
6352,5414
6352,10399
6353,3386
6353,4155
6353,4185
6353,5365
6354,3595
6354,4986
6354,5280
6354,7931
6354,10266
6355,3618
6355,3813
6355,5755
6357,5568
6357,5693
6358,3472
6358,5547
6359,2750
6359,4828
6359,5615
6360,4855
6360,10097
6361,3196
6362,3352
6362,4109
6362,4341
6362,4918
6363,2929
6363,4607
6363,8054
6364,5081
6365,3099
6365,3150
6365,3565
6367,3417
6367,3581
6368,2766
6368,4685
6368,4727
6369,3120
6369,3764
6369,5657
6370,2990
6370,3522
6370,3721
6370,3784
6370,5716
6370,5821
6370,8906
6371,4663
6372,4214
6372,4530
6374,2980
6374,4446
6374,7877
6375,2778
6375,4758
6375,7817
6375,7967
6375,8672
6376,3918
6377,3842
6378,3077
6378,3438
6378,4983
6378,8657
6378,8858
6379,5328
6379,8018
6381,3695
6381,4264
6381,7814
6383,4774
6383,4876
6384,3961
6384,5211
6384,5418
6384,8746
6385,5578
6386,3549
6386,3998
6387,4941
6387,8712
6387,8819
6390,3646
6390,5033
6390,7785
6391,5662
6392,5596
6392,10353
6393,4830
6393,8783
6395,2842
6397,3275
6397,5047
6398,3230
6398,4450
6399,3469
6399,4054
6399,4238
6400,3869
6400,5689
6401,2978
6401,5473
6402,5140
6403,5766
6404,4481
6404,5325
6404,8849
6405,3588
6405,4987
6406,4592
6406,4710
6408,8690
6409,5616
6411,3361
6411,3801
6411,5655
6412,3942
6413,4169
6413,4418
6414,5228
6415,5114
6416,4223
6418,3285
6418,3518
6418,4779
6419,3007
6419,4919
6419,5644
6420,4663
6420,4757
6421,2965
6421,3179
6421,8892
6422,5719
6423,3978
6424,3133
6424,10338
6425,2820
6425,8655
6426,4613
6426,8730
6427,3751
6427,4857
6427,5075
6428,4118
6428,5133
6428,5548
6429,4251
6429,4557
6430,3039
6430,3717
6431,4001
6431,5196
6431,10411
6432,3203
6432,3305
6432,3666
6432,4960
6432,5514
6433,3402
6434,3121
6434,3260
6435,4044
6436,3228
6436,5439
6436,8800
6436,8844
6437,3856
6437,4356
6437,5607
6437,10375
6438,3903
6439,5058
6440,3090
6440,4323
6440,4820
6442,2948
6443,5303
6443,5655
6444,3059
6445,4407
6446,3744
6446,5000
6447,5725
6448,4092
6448,4216
6448,5175
6448,8704
6449,4951
6449,5780
6452,2845
6454,3129
6456,4985
6457,3413
6457,4170
6457,8891
6458,3171
6459,3631
6459,5374
6461,3146
6461,5182
6461,8741
6462,2597
6462,3931
6462,5489
6463,3612
6463,4747
6464,3686
6465,4359
6466,4059
6466,5021
6466,5531
6467,4864
6467,5058
6467,5709
6468,4498
6468,8639
6469,3799
6469,4901
6469,5731
6470,4146
6470,4656
6470,8859
6471,2698
6471,3070
6471,3299
6471,3344
6471,3382
6471,3572
6471,8834
6472,3187
6472,3470
6473,3450
6474,2879
6474,4626
6474,5087
6475,3506
6475,4536
6475,10317
6476,5566
6477,3871
6477,4271
6478,5648
6482,5148
6482,5706
6483,3957
6483,4005
6483,4458
6483,4950
6483,5092
6483,5586
6484,3684
6484,5262
6485,3252
6485,4700
6486,4969
6486,5415
6487,4869
6488,3418
6489,3549
6490,3158
6490,3741
6490,8687
6490,8803
6491,2906
6491,4977
6492,4212
6492,5031
6494,4556
6494,4588
6494,4681
6494,5004
6495,5050
6496,2835
6496,3745
6497,4253
6497,4325
6497,8651
6498,2575
6499,5348
6499,5379
6500,3202
6500,4176
6500,4378
6501,4956
6502,3360
6504,3125
6507,2956
6507,3275
6507,4793
6508,3317
6508,3832
6509,4018
6509,5586
6510,3930
6510,4421
6510,5025
6510,8855
6511,3779
6511,4625
6512,5767
6513,3039
6514,4524
6514,5060
6516,3607
6518,3008
6518,3253
6518,3501
6518,3524
6518,3674
6519,2810
6520,4150
6520,8772
6521,3561
6522,3628
6522,4566
6522,5189
6522,5441
6524,2751
6524,4009
6524,5128
6525,2595
6525,5074
6525,5653
6528,5631
6530,3649
6530,4954
6531,3723
6532,4089
6532,5520
6533,3441
6533,8644
6535,4314
6537,4500
6537,4998
6537,5085
6538,5713
6539,2808
6539,4974
6540,5303
6542,3829
6542,4185
6543,4374
6543,4624
6543,4912
6544,4652
6544,5109
6544,8816
6545,5052
6546,3553
6547,3352
6550,3890
6550,4069
6551,3948
6551,5592
6552,4440
6553,2730
6553,3259
6554,3465
6554,3982
6554,5571
6555,2961
6555,3300
6555,3399
6555,4309
6555,5345
6556,3208
6556,8738
6558,3174
6558,4346
6558,4685
6558,4954
6559,2862
6559,5255
6559,5586
6560,3240
6561,3749
6561,8643
6562,4534
6562,4891
6563,3162
6563,4175
6565,5084
6565,5637
6565,8697
6566,5040
6566,5135
6567,5610
6572,3704
6572,3917
6573,3123
6573,3383
6574,3271
6574,3426
6574,3693
6574,5161
6574,5602
6574,5680
6575,3084
6575,5208
6575,5406
6576,2702
6576,4686
6577,4211
6578,4744
6579,4097
6579,4936
6580,3548
6580,8797
6583,2617
6585,3945
6585,4118
6585,4358
6585,4468
6585,8642
6586,3366
6586,3577
6586,4155
6587,5453
6587,5639
6588,3314
6588,3865
6588,4007
6588,5399
6590,4760
6590,4828
6591,4608
6592,3660
6593,4656
6593,4816
6596,2658
6596,5303
6597,2933
6597,2970
6598,4503
6598,5194
6599,3602
6600,4175
6600,4236
6601,3268
6601,5275
6602,3001
6602,3451
6602,3629
6602,4267
6602,5926
6603,5209
6604,3511
6604,5412
6605,3412
6605,3497
6605,5500
6606,3825
6607,2692
6607,3315
6607,3994
6607,4012
6607,4709
6608,3102
6608,5544
6609,5560
6611,2748
6611,4984
6611,5729
6611,8822
6612,2865
6612,3901
6613,3730
6613,8704
6614,3039
